用户号,电价名称,是否分时,是否阶梯
"0071219468","城镇居民生活(1kV以下,征收附加)","否","是 "
"0071220127","城镇居民生活(1kV以下,征收附加)","否","是 "
"0071566463","城镇居民生活(1kV以下,征收附加)","否","是 "
"0071500195","城镇居民生活(1kV以下,征收附加)","否","是 "
"0071526818","一般工商业(1kV以下,商业)","否","否 "
"0071550190","城镇居民生活(1kV以下,征收附加)","否","是 "
"0071576145","城镇居民生活(1kV以下,征收附加)","否","是 "
"0071530778","城镇居民生活(1kV以下,征收附加)","否","是 "
"0071554831","城镇居民生活(1kV以下,征收附加)","否","是 "
"0071509307","城镇居民生活(1kV以下,征收附加)","否","是 "
"0071435321","城镇居民生活(1kV以下,征收附加)","否","是 "
"0071488761","城镇居民生活(1kV以下,征收附加)","否","是 "
"0071412913","城镇居民生活(1kV以下,征收附加)","否","是 "
"0071422985","城镇居民生活(1kV以下,征收附加)","否","是 "
"0071478627","城镇居民生活(1kV以下,征收附加)","否","是 "
"0071481904","城镇居民生活(1kV以下,征收附加)","否","是 "
"0071428882","城镇居民生活(1kV以下,征收附加)","否","是 "
"0071428941","城镇居民生活(1kV以下,征收附加)","否","是 "
"0071403814","城镇居民生活(1kV以下,征收附加)","否","是 "
"0071788672","城镇居民生活(1kV以下,合表,征收附加)","否","否 "
"0071740300","城镇居民生活(1kV以下,征收附加)","否","是 "
"0071722825","一般工商业(1kV以下,商业)","否","否 "
"0071774389","一般工商业(1kV以下,商业)","否","否 "
"0071709909","城镇居民生活(1kV以下,征收附加)","否","是 "
"0071783912","城镇居民生活(1kV以下,征收附加)","否","是 "
"0071687748","城镇居民生活(1kV以下,征收附加)","否","是 "
"0071689122","城镇居民生活(1kV以下,征收附加)","否","是 "
"0071594095","城镇居民生活(1kV以下,征收附加)","否","是 "
"0071598521","城镇居民生活(1kV以下,合表,征收附加)","否","否 "
"0071623896","城镇居民生活(1kV以下,征收附加)","否","是 "
"0071629764","城镇居民生活(1kV以下,征收附加)","否","是 "
"0071982087","城镇居民生活(1kV以下,征收附加)","否","是 "
"0071917809","一般工商业(1kV以下,商业)","否","否 "
"0071918248","一般工商业(1kV以下,商业)","否","否 "
"0071919182","城镇居民生活(1kV以下,征收附加)","否","是 "
"0071899174","城镇居民生活(1kV以下,征收附加)","否","是 "
"0071907983","城镇居民生活(1kV以下,征收附加)","否","是 "
"0071976785","城镇居民生活(1kV以下,征收附加)","否","是 "
"0071978941","城镇居民生活(1kV以下,征收附加)","否","是 "
"0071889001","城镇居民生活(1kV以下,征收附加)","否","是 "
"0071835990","城镇居民生活(1kV以下,征收附加)","否","是 "
"0071863795","城镇居民生活(1kV以下,征收附加)","否","是 "
"0071817297","城镇居民生活(1kV以下,征收附加)","否","是 "
"0071817936","城镇居民生活(1kV以下,征收附加)","否","是 "
"0071822118","城镇居民生活(1kV以下,征收附加)","否","是 "
"0071883986","城镇居民生活(1kV以下,征收附加)","否","是 "
"0071808260","城镇居民生活(1kV以下,征收附加)","否","是 "
"0071834610","城镇居民生活(1kV以下,征收附加)","否","是 "
"0071860738","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072184934","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072112625","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072088803","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072137299","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072115158","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072142110","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072173871","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072175792","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072104271","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072060041","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072034688","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072064232","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072012459","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072040847","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072016321","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072021385","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072024658","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072003477","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072361346","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072340602","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072365928","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072366833","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072292453","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072342028","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072324341","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072300363","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072376658","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072328431","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072304411","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072306260","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072284269","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072257946","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072210664","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072239331","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072241527","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072272099","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072199145","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072278202","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072208830","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072490150","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072515570","一般工商业(1kV以下,商业)","否","否 "
"0072493641","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072494514","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072577657","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072556317","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072580963","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072407224","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072429798","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072470507","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072442210","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072444160","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072399327","一般工商业(1kV以下,商业)","否","否 "
"0072784769","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072764956","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072765337","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072717266","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072741014","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072741681","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072718360","一般工商业(1kV以下,商业)","否","否 "
"0072755873","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072631544","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072684665","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072633465","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072669381","一般工商业(1kV以下,商业)","否","否 "
"0072620784","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072621514","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072622706","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072647950","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072602300","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072649800","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072606416","一般工商业(1kV以下,商业)","否","否 "
"0072912775","一般工商业(1kV以下,商业)","否","否 "
"0072935457","一般工商业(1kV以下,商业)","否","否 "
"0072935705","一般工商业(1kV以下,商业)","否","否 "
"0072936942","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074186307","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072919196","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074169144","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074171880","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072902471","城镇居民生活(1kV以下,合表,征收附加)","否","否 "
"0072930436","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074177686","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074178171","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072906949","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072907711","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072933129","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074152881","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072934438","一般工商业(1kV以下,商业)","否","否 "
"0074154571","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072835526","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072863204","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072889406","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072889565","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072816615","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072872866","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072797323","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072847435","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072800544","城镇居民生活(1kV以下,征收附加)","否","是 "
"0072877917","城镇居民生活(1kV以下,合表,征收附加)","否","否 "
"0074310920","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074359761","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074360071","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074385397","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074292543","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074293155","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074342408","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074367636","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074347777","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074326916","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074308095","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074264269","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074268391","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074241936","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074242030","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074194403","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074271551","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074244401","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074246188","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074246465","城镇居民生活(1kV以下,合表,征收附加)","否","否 "
"0074275159","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074227743","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074252868","一般工商业(1kV以下,商业)","否","否 "
"0074539143","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074541951","城镇居民生活(1kV以下,合表,征收附加)","否","否 "
"0074571101","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074502208","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074535880","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074510519","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074465040","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074471759","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074475676","城镇福利机构(1kV以下)","否","否 "
"0074449994","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074431612","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074790904","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074768699","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074773321","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074724172","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074749300","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074701184","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074751251","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074752791","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074707225","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074712957","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074713178","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074713325","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074690956","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074666733","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074667781","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074668801","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074643514","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074620672","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074648160","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074623798","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074600322","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074677649","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074679889","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074918544","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074926073","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074960574","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074988798","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074891362","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074867716","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074892437","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074841989","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074793163","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074870471","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074877384","城镇居民生活(1kV以下,合表,征收附加)","否","否 "
"0074880674","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074853351","城镇居民生活(1kV以下,征收附加)","否","是 "
"0074861981","城镇居民生活(1kV以下,征收附加)","否","是 "
"0075144395","城镇居民生活(1kV以下,征收附加)","否","是 "
"8001055395","一般工商业(1kV以下,非工业)","否","否 "
"0075121860","城镇居民生活(1kV以下,征收附加)","否","是 "
"0075123404","城镇居民生活(1kV以下,征收附加)","否","是 "
"0075124638","城镇居民生活(1kV以下,征收附加)","否","是 "
"0075125530","城镇居民生活(1kV以下,征收附加)","否","是 "
"8001863437","城镇居民生活(1kV以下,征收附加)","否","是 "
"0075103170","城镇居民生活(1kV以下,征收附加)","否","是 "
"8002009120","城镇居民生活(1kV以下,征收附加)","否","是 "
"0075136909","城镇居民生活(1kV以下,征收附加)","否","是 "
"8002462071","一般工商业(1kV以下,非工业)","否","否 "
"0075139328","城镇居民生活(1kV以下,征收附加)","否","是 "
"0075139458","城镇居民生活(1kV以下,征收附加)","否","是 "
"0075069780","城镇居民生活(1kV以下,征收附加)","否","是 "
"0075004936","城镇居民生活(1kV以下,征收附加)","否","是 "
"0075081948","城镇居民生活(1kV以下,征收附加)","否","是 "
"0075010339","城镇居民生活(1kV以下,征收附加)","否","是 "
"0075087281","城镇居民生活(1kV以下,征收附加)","否","是 "
"0075036397","城镇居民生活(1kV以下,征收附加)","否","是 "
"0075013093","城镇居民生活(1kV以下,征收附加)","否","是 "
"0075037781","城镇居民生活(1kV以下,合表,征收附加)","否","否 "
"0075062633","城镇居民生活(1kV以下,征收附加)","否","是 "
"0075015770","城镇居民生活(1kV以下,征收附加)","否","是 "
"8003386161","城镇居民生活(1kV以下,征收附加)","否","是 "
"8003467501","城镇居民生活(1kV以下,征收附加)","否","是 "
"8003298976","城镇居民生活(1kV以下,征收附加)","否","是 "
"8003467976","城镇居民生活(1kV以下,征收附加)","否","是 "
"8004511544","城镇居民生活(1kV以下,征收附加)","否","是 "
"8002722917","城镇居民生活(1kV以下,征收附加)","否","是 "
"8014416712","农业生产(1kV以下)","否","否 "
"8004960548","城镇居民生活(1kV以下,征收附加)","否","是 "
"8003516085","城镇居民生活(1kV以下,征收附加)","否","是 "
"8003062067","城镇居民生活(1kV以下,征收附加)","否","是 "
"8003082766","城镇居民生活(1kV以下,合表,征收附加)","否","否 "
"8003537439","城镇居民生活(1kV以下,征收附加)","否","是 "
"8001726035","一般工商业(1kV以下,商业)","否","否 "
"8001860672","城镇居民生活(1kV以下,征收附加)","否","是 "
"8015331498","城镇居民生活(1kV以下,征收附加)","否","是 "
"8001130580","城镇居民生活(1kV以下,征收附加)","否","是 "
"8014121302","城镇居民生活(1kV以下,征收附加)","否","是 "
"8014539787","城镇居民生活(1kV以下,征收附加)","否","是 "
"8013872531","城镇居民生活(1kV以下,征收附加)","否","是 "
"8002431479","城镇居民生活(1kV以下,征收附加)","否","是 "
"8004164849","城镇居民生活(1kV以下,征收附加)","否","是 "
"8003615825","城镇居民生活(1kV以下,征收附加)","否","是 "
"8016957833","城镇居民生活(1kV以下,征收附加)","否","是 "
"8022135016","城镇居民生活(1kV以下,征收附加)","否","是 "
"8020341455","城镇居民生活(1kV以下,征收附加)","否","是 "
"8022527622","城镇居民生活(1kV以下,征收附加)","否","是 "
"8020823311","城镇居民生活(1kV以下,征收附加)","否","是 "
"6400031574","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"8021913040","城镇居民生活(1kV以下,征收附加)","否","是 "
"8015252429","城镇居民生活(1kV以下,征收附加)","否","是 "
"8016960019","城镇居民生活(1kV以下,征收附加)","否","是 "
"8014794768","一般工商业(1kV以下,商业)","否","否 "
"6400011673","一般工商业(1-10kV,非工业,不征收附加)","是","否 "
"8020386223","城镇居民生活(1kV以下,征收附加)","否","是 "
"8016580468","城镇居民生活(1kV以下,征收附加)","否","是 "
"8016580279","城镇居民生活(1kV以下,合表,征收附加)","否","否 "
"8020780416","城镇居民生活(1kV以下,征收附加)","否","是 "
"8018834974","城镇居民生活(1kV以下,征收附加)","否","是 "
"8018834903","城镇居民生活(1kV以下,征收附加)","否","是 "
"8016863884","城镇居民生活(1kV以下,征收附加)","否","是 "
"8015106087","城镇居民生活(1kV以下,征收附加)","否","是 "
"6400143978","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400158538","一般工商业(1kV以下,商业,不征收附加)","否","否 "
"6400159384","乡村居民生活(1kV以下,合表,附加费进目录)","否","否 "
"6400170116","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400192260","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400192824","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400180944","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400196536","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400213170","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400197933","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400201809","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400101819","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400087317","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400088990","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400128519","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400032939","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400358619","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400364009","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400366265","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400374475","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400394624","一般工商业(1kV以下,商业,不征收附加)","否","否 "
"6400326102","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400326694","农业生产(1kV以下)","否","否 "
"6400340920","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400262026","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400263843","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400306171","城镇居民电采暖(1kV以下,附加费进目录)","是","是 "
"6400279956","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400309271","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400289670","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400289885","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400250162","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400252865","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400254311","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400230812","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400231134","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400533894","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400551773","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400575298","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400593744","农业生产(1kV以下)","否","否 "
"6400568847","农业生产(1kV以下)","否","否 "
"6400536154","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400514387","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400529745","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400538176","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400462178","一般工商业(1kV以下,普通工业,不征收附加)","否","否 "
"6400497541","一般工商业(1kV以下,非工业,不征收附加)","否","否 "
"6400469658","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400483434","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400498456","农业生产(1kV以下)","否","否 "
"6400503048","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400478340","农业生产(1kV以下)","否","否 "
"6400494177","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400425607","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400429263","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400445436","农业生产(1kV以下)","否","否 "
"6400729637","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400785152","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400786168","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400770358","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400758103","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400762382","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400719115","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400719926","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400620288","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400644862","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400646510","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400655068","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400673615","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400660006","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400666831","一般工商业(1kV以下,非工业,不征收附加)","否","否 "
"6400666932","农业生产(1kV以下)","否","否 "
"6400671693","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400622079","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400632852","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400924928","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400939647","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400945154","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400977658","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400949879","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400985998","一般工商业(1kV以下,商业,不征收附加)","否","否 "
"6400970413","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400893655","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400901523","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400908960","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400894922","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400918538","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400848857","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400851600","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400851899","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400883902","乡村居民生活(1kV以下,合表,附加费进目录)","否","否 "
"6400869214","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400861193","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400875444","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400888255","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400888659","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400812814","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400813077","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400813266","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6401120750","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6401137390","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6401158773","一般工商业(1kV以下,商业,不征收附加)","否","否 "
"6401171598","一般工商业(1kV以下,商业,不征收附加)","否","否 "
"6401177264","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6401094541","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6401097579","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6401042553","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6401060070","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6401065596","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6401055247","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6401007046","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6400993081","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"8025269091","城镇居民生活(1kV以下,附加费进目录)","否","是 "
"8025207855","城镇居民生活(1kV以下,附加费进目录)","否","是 "
"8025411968","城镇居民生活(1kV以下,附加费进目录)","否","是 "
"8025294318","城镇居民生活(1kV以下,附加费进目录)","否","是 "
"8025455384","农业生产(1kV以下)","否","否 "
"8025327850","城镇居民生活(1kV以下,附加费进目录)","否","是 "
"8025324138","城镇居民生活(1kV以下,附加费进目录)","否","是 "
"8023243536","城镇居民生活(1kV以下,征收附加)","否","是 "
"8023243871","城镇居民生活(1kV以下,征收附加)","否","是 "
"8025394122","城镇居民生活(1kV以下,附加费进目录)","否","是 "
"8029228942","一般工商业(1kV以下,非工业,不征收附加)","否","否 "
"8025268333","城镇居民生活(1kV以下,附加费进目录)","否","是 "
"8025118481","城镇居民生活(1kV以下,附加费进目录)","否","是 "
"8025236666","城镇居民生活(1kV以下,附加费进目录)","否","是 "
"8023493553","城镇居民生活(1kV以下,征收附加)","否","是 "
"8020319892","城镇居民生活(1kV以下,征收附加)","否","是 "
"6401203125","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6401205163","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"6401198735","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"8034042922","城镇居民生活(1kV以下,合表,征收附加)","否","否 "
"7000556520","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7000551600","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"8025613436","城镇居民生活(1kV以下,征收附加)","否","是 "
"7000558757","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"8036045819","城镇居民生活(1kV以下,征收附加)","否","是 "
"7000566970","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7000552225","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7000568543","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"8025099102","城镇居民生活(1kV以下,征收附加)","否","是 "
"8033232652","城镇居民生活(1kV以下,征收附加)","否","是 "
"8033809195","城镇居民生活(1kV以下,征收附加)","否","是 "
"8034124844","城镇居民生活(1kV以下,征收附加)","否","是 "
"8031929488","城镇居民生活(1kV以下,征收附加)","否","是 "
"8030708213","一般工商业(1kV以下,普通工业)","否","否 "
"8025418233","城镇居民生活(1kV以下,附加费进目录)","否","是 "
"8025804001","城镇居民生活(1kV以下,征收附加)","否","是 "
"7000613474","乡村居民生活(1kV以下,附加费进目录)","否","是 "
