"","合同编号.电子商务.","行项目.电子商务.","供应商编码","供应商名称","质保期","项目编码","项目名称","付款方式","分标信息","分包信息","分标编号","分包编号","采购申请","项目","物料编码","物料描述","物料组","大类描述","中类描述","小类描述","数量","计量单位","单价.不含税.","含税单价","含税总价","分项净价.元.","交货日期","国内外采购标识","交货地点及交换方式","货币","招标计划编号","修改标识","日期","时间","cuprice","rbprice"
"23857","CW71047","1","1000001243","丹东欣泰电气股份有限公司",9,"1622AS11101V0120000000","66kV八里变电站工程","3:4:2.5:0.5","66kV及以下变压器","包3","0711-12OTL01301004","900000000000062000 ","1000037314","10","500031223","66kV油浸有载变压器,40MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",1605100,1877967,3755934,3210200,"1206","1","施工现场地面交货","CNY","SG1201","",2012-03-19,"16:39:24",60350,4313
"24188","CW71465","1","1000000136","中国能源建设集团葫芦岛电力设备厂",36,"1522BX10105A0120000000","220千伏黄家堡变电站新建工程","3:4:2.5:0.5","220kV变压器","包27","0711-12OTL01301002","900000000000062000 ","1000037069","10","500031242","220kV三相油浸有载变压器,180MVA,220/66/10,一体","G1001007","一次设备","交流变压器","220kV变压器","2","台",5980000,6996600,13993200,11960000,"1210","1","施工现场地面交货","CNY","SG1201","",2012-03-27,"16:10:03",61150,4365
"24196","CW71471","1","1000023636","沈阳福林特种变压器有限公司",36,"1522BX10105A0120000000","220千伏黄家堡变电站新建工程","3:4:2.5:0.5","66kV及以下变压器","包11","0711-12OTL01301004","900000000000062000 ","1000037070","10","500113059","66kV油浸无励磁变压器,630kVA,66/0.4,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",210256.41,246000,492000,420512.82,"1204","1","施工现场地面交货","CNY","SG1201","",2012-03-20,"11:12:23",59970,4272
"24287","CW71603","1","1000023636","沈阳福林特种变压器有限公司",36,"1522DL1010180120000000","安岭220千伏变电站新建工程","3:4:2.5:0.5","66kV及以下变压器","包11","0711-12OTL01301004","900000000000062000 ","1000037506","10","500113059","66kV油浸无励磁变压器,630kVA,66/0.4,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",210256.41,246000,492000,420512.82,"1207","1","施工现场地面交货","CNY","SG1201","",2012-03-19,"17:09:22",60450,4320
"24631","CW7921","1","1000000570","长春龙源电力设备有限公司",36,"26066","葫芦岛连山区富有屯66千伏输变电改造工程","3:4:2.5:0.5","变压器","包126","0711-11OTL006-01","900000000000056000 ","1000029470","160","500031223","66kV油浸有载变压器,40MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","1","台",1470000,1719900,1719900,1470000,"1208","1","施工现场设备基础上交货","CNY","201109","",2011-11-09,"14:04:47",58380,4179
"24632","CW7923","1","1000023636","沈阳福林特种变压器有限公司",1,"26105","葫芦岛绥中县塔山66千伏输变电新建工程","3:4:2.5:0.5","变压器","包136","0711-11OTL006-01","900000000000056000 ","1000029469","420","500031219","66kV油浸有载变压器,20MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","1","台",1058119.66,1238000,1238000,1058119.66,"1208","1","施工现场设备基础上交货","CNY","201109","",2011-11-09,"10:06:14",58380,4179
"24633","CW7925","1","1000001243","丹东欣泰电气股份有限公司",36,"26059","葫芦岛建昌县和尚房子66千伏变电站改造工程","3:4:2.5:0.5","变压器","包141","0711-11OTL006-01","900000000000056000 ","1000029471","490","500031217","66kV油浸有载变压器,10MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","1","台",630000,737100,737100,630000,"1208","1","施工现场地面交货","CNY","201109","",2011-11-09,"10:06:14",58380,4179
"24634","CW7927","1","1000023636","沈阳福林特种变压器有限公司",1,"26075","葫芦岛绥中县黄家66千伏变电站改造工程","3:4:2.5:0.5","变压器","包142","0711-11OTL006-01","900000000000056000 ","1000029463","140","500057242","66kV油浸有载变压器,16MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",878632.48,1028000,2056000,1757264.96,"1208","1","施工现场设备基础上交货","CNY","201109","",2011-11-09,"12:26:43",58380,4179
"24773","CW8279","1","1000002595","大连信达变压器有限公司",36,"26065","铁岭供电公司开原市开南66千伏变电站改造工程","3:4:2.5:0.5","变压器","包124","0711-11OTL006-01","900000000000056000 ","1000030195","10","500031223","66kV油浸有载变压器,40MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","1","台",1478600,1729962,1729962,1478600,"1202","1","施工现场地面交货","CNY","201109","",2011-11-09,"10:45:50",58290,4250
"24774","CW8281","1","1000002595","大连信达变压器有限公司",36,"26115","开原市开东66千伏变电站新建工程","3:4:2.5:0.5","变压器","包125","0711-11OTL006-01","900000000000056000 ","1000030763","10","500031223","66kV油浸有载变压器,40MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",1478600,1729962,3459924,2957200,"1202","1","施工现场地面交货","CNY","201109","",2011-11-09,"10:45:50",58290,4250
"24775","CW8283","1","1000001245","锦州变压器股份有限公司",36,"26051","铁岭供电公司开原市庆云66千伏变电站改造工程","3:4:2.5:0.5","变压器","包133","0711-11OTL006-01","900000000000056000 ","1000030133","10","500031219","66kV油浸有载变压器,20MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","1","台",989000,1157130,1157130,989000,"1202","1","施工现场地面交货","CNY","201109","",2011-11-09,"20:14:21",58290,4250
"24776","CW8285","1","1000023636","沈阳福林特种变压器有限公司",36,"26055","铁岭供电公司昌图县山北66千伏变电站改造工程","3:4:2.5:0.5","变压器","包134","0711-11OTL006-01","900000000000056000 ","1000030153","10","500031219","66kV油浸有载变压器,20MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","1","台",1016239.32,1189000,1189000,1016239.32,"1202","1","施工现场地面交货","CNY","201109","",2011-11-09,"20:14:21",58290,4250
"24777","CW8287","1","1000014855","辽宁易发式电气设备有限公司",36,"26053","铁岭供电公司铁岭县平顶堡66千伏变电站改造工程","3:4:2.5:0.5","变压器","包138","0711-11OTL006-01","900000000000056000 ","1000030135","10","500031217","66kV油浸有载变压器,10MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","1","台",620000,725400,725400,620000,"1112","1","施工现场地面交货","CNY","201109","",2011-11-09,"20:14:21",58570,4347
"24935","CW8537","1","1000000136","中国能源建设集团葫芦岛电力设备厂",36,"22945","盘锦220千伏辽河输变电工程","3:4:2.5:0.5","变压器","包35","0711-11OTL006-01","900000000000056000 ","1000030584","10","500031230","220kV三相油浸有载变压器,180MVA,220/66,一体","G1001007","一次设备","交流变压器","220kV变压器","2","台",5783000,6766110,13532220,11566000,"1210","1","施工现场地面交货","CNY","201109","",2011-11-10,"9:55:11",55250,4044
"24953","CW8565","1","1000000570","长春龙源电力设备有限公司",36,"26062","盘锦供电公司66千伏大洼东风输变电改造工程","3:4:2.5:0.5","变压器","包135","0711-11OTL006-01","900000000000056000 ","1000029881","30","500031219","66kV油浸有载变压器,20MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","1","台",950000,1111500,1111500,950000,"1205","1","施工现场地面交货","CNY","201109","",2011-11-09,"14:44:42",58420,4158
"24956","CW8571","1","1000001243","丹东欣泰电气股份有限公司",36,"26060","盘锦供电公司66千伏盘山古城子输变电改造工程","3:4:2.5:0.5","变压器","包139","0711-11OTL006-01","900000000000056000 ","1000029993","20","500031217","66kV油浸有载变压器,10MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","1","台",760000,889200,889200,760000,"1205","1","施工现场地面交货","CNY","201109","",2011-11-10,"9:55:11",55110,4061
"24958","CW8575","1","1000001243","丹东欣泰电气股份有限公司",36,"26063","盘锦供电公司66千伏盘山大荒输变电改造工程","3:4:2.5:0.5","变压器","包139","0711-11OTL006-01","900000000000056000 ","1000030011","10","500031217","66kV油浸有载变压器,10MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","1","台",760000,889200,889200,760000,"1205","1","施工现场设备基础上交货","CNY","201109","",2011-11-10,"9:55:11",55110,4061
"25116","CW8819","1","1000038571","哈尔滨变压器有限责任公司",36,"25899","朝阳喀左县大城子66千伏变电站改造工程","3:4:2.5:0.5","变压器","包128","0711-11OTL006-01","900000000000056000 ","1000029532","10","500031223","66kV油浸有载变压器,40MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",1560000,1825200,3650400,3120000,"1202","1","施工现场设备基础上交货","CNY","201109","",2011-11-09,"16:04:39",58290,4250
"25117","CW8821","1","1000000570","长春龙源电力设备有限公司",36,"26146","朝阳66千伏川南输变电新建工程","3:4:2.5:0.5","变压器","包135","0711-11OTL006-01","900000000000056000 ","1000029447","10","500031219","66kV油浸有载变压器,20MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",950000,1111500,2223000,1900000,"1206","1","施工现场设备基础上交货","CNY","201109","",2011-11-09,"14:04:47",58470,4194
"25119","CW8825","1","1000023636","沈阳福林特种变压器有限公司",36,"25901","朝阳凌源市万元店66千伏输变电改造工程","3:4:2.5:0.5","变压器","包136","0711-11OTL006-01","900000000000056000 ","1000029484","10","500031219","66kV油浸有载变压器,20MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","1","台",1058119.66,1238000,1238000,1058119.66,"1202","1","施工现场设备基础上交货","CNY","201109","",2011-11-09,"14:04:47",58290,4250
"25145","CW8879","1","1000001245","锦州变压器股份有限公司",36,"26154","岫岩县前营66千伏输变电新建工程","3:4:2.5:0.5","变压器","包133","0711-11OTL006-01","900000000000056000 ","1000030993","10","500031219","66kV油浸有载变压器,20MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",918000,1074060,2148120,1836000,"1202","1","施工现场地面交货","CNY","201109","",2011-11-10,"11:46:23",54940,4184
"25160","CW8921","1","1000001245","锦州变压器股份有限公司",36,"26114","凤城市石柱66千伏输变电移址新建工程","1:4:4.5:0.5","变压器","包133","0711-11OTL006-01","900000000000056000 ","1000029936","10","500031219","66kV油浸有载变压器,20MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",1031000,1206270,2412540,2062000,"1203","1","施工现场地面交货","CNY","201109","",2011-11-09,"16:04:39",58290,4217
"25189","CW8981","1","1000000570","长春龙源电力设备有限公司",36,"25953","东港市龙王庙66千伏输变电改造工程","3:4:2.5:0.5","变压器","包135","0711-11OTL006-01","900000000000056000 ","1000029551","10","500031219","66kV油浸有载变压器,20MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",950000,1111500,2223000,1900000,"1202","1","施工现场设备基础上交货","CNY","201109","",2011-11-09,"14:44:42",58290,4250
"25268","CW9105","1","1000001243","丹东欣泰电气股份有限公司",36,"25952","凤城市东汤66千伏输变电改造工程","3:4:2.5:0.5","变压器","包141","0711-11OTL006-01","900000000000056000 ","1000029041","10","500031217","66kV油浸有载变压器,10MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",730000,854100,1708200,1460000,"1202","1","施工现场设备基础上交货","CNY","201109","",2011-11-10,"10:54:31",54940,4184
"25358","CW9245","1","1000023636","沈阳福林特种变压器有限公司",36,"25951","宽甸县杨木川66千伏变电站改造工程","3:4:2.5:0.5","变压器","包129","0711-11OTL006-01","900000000000056000 ","1000029501","10","500031221","66kV油浸有载变压器,31.5MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",1318803.42,1543000,3086000,2637606.84,"1202","1","施工现场设备基础上交货","CNY","201109","",2011-11-10,"14:14:26",54940,4184
"25394","CW9308","1","1000001245","锦州变压器股份有限公司",36,"18651","义县66千伏张家卜变电所扩建工程","3:4:2.5:0.5","变压器","包137","0711-11OTL006-01","900000000000056000 ","1000030468","10","500031217","66kV油浸有载变压器,10MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","1","台",622000,727740,727740,622000,"1202","1","施工现场地面交货","CNY","201109","",2011-11-09,"15:34:26",58290,4250
"25395","CW9309","1","1000014602","山东泰开变压器有限公司",36,"26177","66千伏沈阳五金输变电工程","3:4:2.5:0.5","变压器","包123","0711-11OTL006-01","900000000000056000 ","1000030371","10","500031226","66kV油浸有载变压器,50MVA,66/10,水平分体","G1001005","一次设备","交流变压器","66kV变压器","2","台",1820512.82,2130000,4260000,3641025.64,"1208","1","施工现场设备基础上交货","CNY","201109","",2011-11-10,"10:04:29",55140,4104
"25396","CW9311","1","1000002595","大连信达变压器有限公司",36,"25419","沈阳施官66千伏主变增容工程","3:4:2.5:0.5","变压器","包124","0711-11OTL006-01","900000000000056000 ","1000030299","250","500031223","66kV油浸有载变压器,40MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","1","台",1478600,1729962,1729962,1478600,"1202","1","施工现场地面交货","CNY","201109","",2011-11-09,"15:34:26",58290,4250
"25397","CW9313","1","1000002595","大连信达变压器有限公司",36,"25420","沈阳下深66千伏主变增容工程","3:4:2.5:0.5","变压器","包124","0711-11OTL006-01","900000000000056000 ","1000030637","70","500031223","66kV油浸有载变压器,40MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",1478600,1729962,3459924,2957200,"1202","1","施工现场地面交货","CNY","201109","",2011-11-09,"15:14:28",58290,4250
"25398","CW9315","1","1000002595","大连信达变压器有限公司",36,"25935","新民市罗家房66千伏输变电改造工程","3:4:2.5:0.5","变压器","包124","0711-11OTL006-01","900000000000056000 ","1000030774","10","500031223","66kV油浸有载变压器,40MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","1","台",1478600,1729962,1729962,1478600,"1202","1","施工现场地面交货","CNY","201109","",2011-11-09,"15:34:26",58290,4250
"25399","CW9317","1","1000002595","大连信达变压器有限公司",36,"26008","东陵区孙家寨66千伏输变电改造工程","3:4:2.5:0.5","变压器","包127","0711-11OTL006-01","900000000000056000 ","1000030746","10","500031223","66kV油浸有载变压器,40MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","1","台",1572600,1839942,1839942,1572600,"1202","1","施工现场地面交货","CNY","201109","",2011-11-09,"15:14:28",58290,4250
"25400","CW9319","1","1000002595","大连信达变压器有限公司",36,"25931","东陵区上佰66千伏输变电改造工程","3:4:2.5:0.5","变压器","包127","0711-11OTL006-01","900000000000056000 ","1000030939","10","500031223","66kV油浸有载变压器,40MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","1","台",1572600,1839942,1839942,1572600,"1202","1","施工现场地面交货","CNY","201109","",2011-11-09,"15:34:26",58290,4250
"25402","CW9323","1","1000001243","丹东欣泰电气股份有限公司",36,"25934","辽中县满都户66千伏变电站改造工程","3:4:2.5:0.5","变压器","包140","0711-11OTL006-01","900000000000056000 ","1000030739","10","500031217","66kV油浸有载变压器,10MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",660000,772200,1544400,1320000,"1112","1","施工现场地面交货","CNY","201109","",2011-11-10,"8:54:35",55290,4240
"25403","CW9325","1","1000001243","丹东欣泰电气股份有限公司",36,"26005","康平县四家子66千伏变电站改造工程","3:4:2.5:0.5","变压器","包140","0711-11OTL006-01","900000000000056000 ","1000030884","10","500031217","66kV油浸有载变压器,10MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",660000,772200,1544400,1320000,"1112","1","施工现场地面交货","CNY","201109","",2011-11-10,"8:54:35",55290,4240
"25407","CW9329","1","1000023636","沈阳福林特种变压器有限公司",36,"26007","法库县双台子66千伏变电站改造工程","3:4:2.5:0.5","变压器","包142","0711-11OTL006-01","900000000000056000 ","1000030725","10","500031217","66kV油浸有载变压器,10MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","1","台",717094.02,839000,839000,717094.02,"1112","1","施工现场地面交货","CNY","201109","",2011-11-10,"10:04:29",55290,4240
"25410","CW9335","1","1000001243","丹东欣泰电气股份有限公司",36,"26143","义县稍户营66千伏输变电新建工程","3:4:2.5:0.5","变压器","包139","0711-11OTL006-01","900000000000056000 ","1000030190","10","500031217","66kV油浸有载变压器,10MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","1","台",760000,889200,889200,760000,"1112","1","施工现场设备基础上交货","CNY","201109","",2011-11-10,"8:44:41",55290,4240
"25426","CW9363","1","1000001243","丹东欣泰电气股份有限公司",36,"26145","北镇市闾阳66千伏输变电新建工程","3:4:2.5:0.5","变压器","包140","0711-11OTL006-01","900000000000056000 ","1000030210","10","500031217","66kV油浸有载变压器,10MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","1","台",770000,900900,900900,770000,"1112","1","施工现场设备基础上交货","CNY","201109","",2011-11-10,"9:25:28",55290,4240
"25458","CW9383","1","1000001243","丹东欣泰电气股份有限公司",36,"26179","黑山县胡家66千伏变电站改造工程","3:4:2.5:0.5","变压器","包141","0711-11OTL006-01","900000000000056000 ","1000030297","10","500031217","66kV油浸有载变压器,10MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","1","台",630000,737100,737100,630000,"1203","1","施工现场地面交货","CNY","201109","",2011-11-10,"8:44:41",54920,4142
"25490","CW9397","1","1000001243","丹东欣泰电气股份有限公司",36,"26155","黑山县姜屯66千伏输变电新建工程","3:4:2.5:0.5","变压器","包141","0711-11OTL006-01","900000000000056000 ","1000030493","10","500031217","66kV油浸有载变压器,10MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","1","台",730000,854100,854100,730000,"1112","1","施工现场设备基础上交货","CNY","201109","",2011-11-10,"9:25:28",55290,4240
"25530","CW9515","1","1000000136","中国能源建设集团葫芦岛电力设备厂",36,"23633","本溪220千伏石桥子输变电工程","1:4:4.5:0.5","变压器","包36","0711-11OTL006-01","900000000000056000 ","1000030201","10","500031242","220kV三相油浸有载变压器,180MVA,220/66/10,一体","G1001007","一次设备","交流变压器","220kV变压器","2","台",5960000,6973200,13946400,11920000,"1207","1","施工现场设备基础上交货","CNY","201109","",2011-11-09,"15:14:28",58440,4167
"25580","CW9613","1","1000000570","长春龙源电力设备有限公司",36,"26110","新宾县西山66千伏输变电新建工程","3:4:2.5:0.5","变压器","包132","0711-11OTL006-01","900000000000056000 ","1000030802","10","500031219","66kV油浸有载变压器,20MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",906000,1060020,2120040,1812000,"1206","1","施工现场地面交货","CNY","201109","",2011-11-09,"14:54:54",58470,4194
"25581","CW9615","1","1000014855","辽宁易发式电气设备有限公司",36,"25867","新宾县上夹河66千伏变电站改造工程","3:4:2.5:0.5","变压器","包138","0711-11OTL006-01","900000000000056000 ","1000030249","20","500031217","66kV油浸有载变压器,10MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","1","台",620000,725400,725400,620000,"1112","1","买方指定仓库地面交货","CNY","201109","",2011-11-09,"15:14:28",58570,4347
"25582","CW9617","1","1000001243","丹东欣泰电气股份有限公司",36,"25868","清原县文屯66千伏变电站改造工程","3:4:2.5:0.5","变压器","包139","0711-11OTL006-01","900000000000056000 ","1000030264","10","500031217","66kV油浸有载变压器,10MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",760000,889200,1778400,1520000,"1112","1","买方指定仓库地面交货","CNY","201109","",2011-11-10,"9:45:22",55290,4240
"25607","CW9633","1","1000023636","沈阳福林特种变压器有限公司",36,"25947","桓仁县二棚甸子66千伏变电站改造工程","3:4:2.5:0.5","变压器","包134","0711-11OTL006-01","900000000000056000 ","1000028892","10","500031219","66kV油浸有载变压器,20MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",1016239.32,1189000,2378000.01,2032478.64,"1204","1","买方指定仓库地面交货","CNY","201109","",2011-11-09,"14:14:25",58290,4226
"25608","CW9635","1","1000014855","辽宁易发式电气设备有限公司",36,"26013","本溪县燕东66千伏变电站改造工程","1:4:4.5:0.5","变压器","包138","0711-11OTL006-01","900000000000056000 ","1000028132","10","500031219","66kV油浸有载变压器,20MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",970000,1134900,2269800,1940000,"1204","1","施工现场设备基础上交货","CNY","201109","",2011-11-09,"14:14:25",58290,4226
"25656","CW9705","1","1000000570","长春龙源电力设备有限公司",36,"25891","海城市东尚66千伏变电站改造工程","1:4:4.5:0.5","变压器","包126","0711-11OTL006-01","900000000000056000 ","1000028136","10","500031223","66kV油浸有载变压器,40MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",1470000,1719900,3439800,2940000,"1202","1","施工现场设备基础上交货","CNY","201109","",2011-11-09,"14:54:54",58290,4250
"25678","CW9727","1","1000001245","锦州变压器股份有限公司",36,"25884","岫岩县哈达碑66千伏变电站改造工程","3:4:2.5:0.5","变压器","包131","0711-11OTL006-01","900000000000056000 ","1000028185","10","500031219","66kV油浸有载变压器,20MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",908000,1062360,2124720,1816000,"1204","1","施工现场地面交货","CNY","201109","",2011-11-10,"9:55:11",54910,4136
"25679","CW9729","1","1000000570","长春龙源电力设备有限公司",36,"25887","岫岩县白旗堡66千伏变电站改造工程","3:4:2.5:0.5","变压器","包132","0711-11OTL006-01","900000000000056000 ","1000028300","10","500031219","66kV油浸有载变压器,20MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","1","台",906000,1060020,1060020,906000,"1204","1","施工现场地面交货","CNY","201109","",2011-11-09,"14:54:54",58290,4226
"25686","CW9741","1","1000000570","长春龙源电力设备有限公司",36,"25886","海城市公怀66千伏变电站改造工程","3:4:2.5:0.5","变压器","包126","0711-11OTL006-01","900000000000056000 ","1000028080","10","500031223","66kV油浸有载变压器,40MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","1","台",1470000,1719900,1719900,1470000,"1202","1","施工现场设备基础上交货","CNY","201109","",2011-11-09,"14:34:41",58290,4250
"25687","CW9743","1","1000014602","山东泰开变压器有限公司",36,"25889","岫岩县偏岭66千伏变电站改造工程","3:4:2.5:0.5","变压器","包123","0711-11OTL006-01","900000000000056000 ","1000028653","10","500031223","66kV油浸有载变压器,40MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","1","台",1538461.54,1800000,1800000,1538461.54,"1204","1","施工现场地面交货","CNY","201109","",2011-11-10,"9:55:11",54910,4136
"25803","CW9917","1","1000002595","大连信达变压器有限公司",36,"26023","清河门区乌龙坝66千伏变电站改造工程","3:4:2.5:0.5","变压器","包125","0711-11OTL006-01","900000000000056000 ","1000029901","10","500031223","66kV油浸有载变压器,40MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","1","台",1478600,1729962,1729962,1478600,"1202","1","材料站现场地面交货","CNY","201109","",2011-11-09,"15:14:28",58290,4250
"25804","CW9919","1","1000023636","沈阳福林特种变压器有限公司",36,"26025","阜蒙县福兴地66千伏变电站改造工程","3:4:2.5:0.5","变压器","包129","0711-11OTL006-01","900000000000056000 ","1000029848","10","500031221","66kV油浸有载变压器,31.5MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","1","台",1318803.42,1543000,1543000,1318803.42,"1202","1","材料站现场地面交货","CNY","201109","",2011-11-09,"13:24:38",58290,4250
"25805","CW9921","1","1000001245","锦州变压器股份有限公司",36,"26021","彰武县平安66千伏输变电改造工程","3:4:2.5:0.5","变压器","包131","0711-11OTL006-01","900000000000056000 ","1000029937","10","500031219","66kV油浸有载变压器,20MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","1","台",981000,1147770,1147770,981000,"1202","1","材料站现场地面交货","CNY","201109","",2011-11-09,"16:34:22",58290,4250
"25806","CW9923","1","1000014855","辽宁易发式电气设备有限公司",36,"26147","阜蒙县太平66千伏输变电新建工程","3:4:2.5:0.5","变压器","包138","0711-11OTL006-01","900000000000056000 ","1000030393","10","500031217","66kV油浸有载变压器,10MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","1","台",540000,631800,631800,540000,"1112","1","施工现场地面交货","CNY","201109","",2011-11-09,"13:45:03",58570,4347
"26637","LN2012000255","35","1000002595","大连信达变压器有限公司",36,"2122AS120069","鞍山腾东66千伏变电站增容工程","3:4:2:1","66kV及以下变压器","包1","0711-12OTL19201114","900000000000109000 ","1000047832","80","500031225","66kV油浸有载变压器,50MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",1820500,2129985,4259970,3641000,"1304","1","施工现场地面交货","CNY","SG1209","",2012-11-16,"11:23:21",55890,3660
"26650","LN2012000265","48","1000001245","锦州变压器股份有限公司",12,"2122AS120071","鞍山周正66千伏变电站主变扩建工程","3:4:2:1","66kV及以下变压器","包3","0711-12OTL19201114","900000000000111000 ","1000047836","100","500031221","66kV油浸有载变压器,31.5MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","1","台",1206000,1411020,1411020,1206000,"1304","1","施工现场地面交货","CNY","SG1209","",2012-11-16,"15:20:42",55890,3660
"28450","LN2012001111","2","1000014855","辽宁易发式电气设备有限公司",36,"1622CY111049","朝阳66千伏什家河输变电工程","3:4:2:1","66kV及以下变压器","包6","0711-12OTL19201114","900000000000111000 ","1000044975","20","500031220","66kV油浸有载变压器,20MVA,66/10,水平分体","G1001005","一次设备","交流变压器","66kV变压器","2","台",1120000,1310400,2620800,2240000,"1305","1","施工现场设备基础上交货","CNY","SG1209","",2012-11-19,"10:03:29",56120,3571
"28503","LN2012001145","55","1000002595","大连信达变压器有限公司",36,"1622CY111056","朝阳66千伏青峰山输变电工程","3:4:2:1","66kV及以下变压器","包1","0711-12OTL19201114","900000000000109000 ","1000047492","10","500031225","66kV油浸有载变压器,50MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",1820500,2129985,4259970,3641000,"1305","1","施工现场设备基础上交货","CNY","SG1209","",2012-11-16,"10:28:52",55940,3647
"28662","LN2012001221","12","1000014602","山东泰开变压器有限公司",36,"1522CY10100G","220千伏朝阳保国老输变电工程","3:4:2:1","220kV变压器","包21","0711-12OTL19201112","900000000000110000 ","1000047742","10","500031242","220kV三相油浸有载变压器,180MVA,220/66/10,一体","G1001007","一次设备","交流变压器","220kV变压器","1","台",6034188.03,7060000,7060000,6034188.03,"1307","1","施工现场设备基础上交货","CNY","SG1209","",2012-11-16,"17:59:19",56020,3669
"28669","LN2012001225","19","1000023636","沈阳福林特种变压器有限公司",36,"2122CY120026","朝阳桃花吐66kV变电站增容改造工程","3:4:2:1","66kV及以下变压器","包7","0711-12OTL19201114","900000000000111000 ","1000047889","10","500031219","66kV油浸有载变压器,20MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","2","台",1065800,1246986,2493972,2131600,"1305","1","施工现场地面交货","CNY","SG1209","",2012-11-17,"8:32:38",55940,3647
"28855","LN2012001323","25","1000014602","山东泰开变压器有限公司",36,"2122LY120041","辽阳黄泥洼66千伏变电站1号增容工程","3:4:2:1","66kV及以下变压器","包2","0711-12OTL19201114","900000000000111000 ","1000047845","10","500031223","66kV油浸有载变压器,40MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","1","台",1572649.57,1840000,1840000,1572649.57,"1305","1","施工现场设备基础上交货","CNY","SG1209","",2012-11-16,"17:59:19",55940,3647
"28871","LN2012001333","2","1000001245","锦州变压器股份有限公司",36,"2122LY120047","辽阳兴隆台66千伏变电站1号增容工程","3:4:2:1","66kV及以下变压器","包3","0711-12OTL19201114","900000000000111000 ","1000047841","20","500031223","66kV油浸有载变压器,40MVA,66/10,一体","G1001005","一次设备","交流变压器","66kV变压器","1","台",1501000,1756170,1756170,1501000,"1305","1","施工现场设备基础上交货","CNY","SG1209","",2012-11-16,"15:10:18",55940,3647
